date,/m/05p0rrx,/m/0108bn2x,/g/11tskkw5c9,/g/11sfdkgmfn,/g/11hcz1r4wl,/g/11pcs9ny8w,/g/11bw1zmnts,/m/0273t5w,/g/1234z6p9,/m/020shm,/g/11gt__kf44,/m/09jx2,/m/01fss9,/g/11mcmf67yl,/m/010w1kk1,/m/06bmj,/m/02jnsq,/g/11vyhs52bj,/g/1211cg58,/m/04n7dpf,/g/11fb0vw2fn,/m/05457c,/g/11y119nb71,/g/1ymzxwzdh,/g/1hd_npv62,/g/11y97_pvw8,/m/0_t06w0,/g/1hhcjnjk8,/m/03cvdr8,/g/11sx278r80,/m/076ccs,/m/08bdb1,/m/06vthy,/g/11xdtrjhz,/m/0bk99,/m/01_mbc,/m/0g54q10,/g/11y4s2g9zc,/g/11sx270hw0,/m/0h5x4j3,/g/11bc6pz4wc,/g/11cm999bwp,/g/11f4pp7gnm,/g/11pb1mb808,/m/09sdbh,/g/11bc5nt74w,/m/026gp6r,/m/0g7cg,/m/0dhc24,/g/11bwcyffr7,/m/0b_zn7s,/m/01n5jq,/g/11c6tz417w,/m/01y_qq,/g/11c0xsqchh,/m/01fzl3,/m/02gr_,/m/05nbcg,/m/01s940,/m/0130fmqz,/m/027b9k,/m/018npy,/m/0657nv,/g/11nyxr7hxv,/g/11c55s6k2t,/g/11vz2cz87d,/m/0x2fg,/g/121hdpdf,/m/016pjk,/m/0bq3x,/m/0cbx95,/g/122t17dp,/m/025bfq,/m/0ccld,/m/014xsg,/m/06_wrtv,/g/11c1np3rvg,/m/02g0j0,/m/09pngm,/g/11qpk2v0pq,/m/01mq8p,/m/03ctrlg,/g/122919_0,/g/11vpwmz6vg,/m/02wpj1,/g/11bzx7cv2m,/g/11m6_4hjpt,/g/11vm2_r4hw,/g/11sg2tlrf0,/m/07_hy,/g/11cknh9qp1,/g/11sw_tmz6z,/m/0d063v,/m/06_7xx,/g/11lyxggfjt,/m/0380q,/g/11c5g9ql2b,/g/11hdq9v_sn,/g/11bc6n2sw6,/m/02rz0ly,/g/11x1ng30y,/m/06fhs,/m/06xbd,/m/01phdl,/m/03nfl,/m/05k97,/m/03bxwvx,/m/0dc7h,/m/01tbgl,/m/0br5fz,/m/0n5462l,/g/122l3gtx,/m/0j6v7,/g/11l2lxvky5,/g/11f2sl5v8_,/g/11j317gwf_,/g/11mw7nz8h_,/g/11kxqfzv4h,/g/11stj9b049,/m/03c18t5,/m/012t0g,/g/11q3qhxt3k,/g/121fwt0w,/m/069kd,/g/11g9mhrln7,/m/0cxdc,/g/11dxl6v_ff,/m/064ctn,/g/11dx9fx89k,/g/11bc6ldrb5,/m/017rf_,/g/11f5bxylc0,/m/09jcvs,/g/11twnws_cc,/g/121hrbch,/g/11f555cn8l,/g/11h79tp_8r,/g/11shd5x1t8,/m/02bft,/m/0ftsr,/m/03x69g,/m/0cn9bm,/g/11rc00sflx,/m/06796,/g/11q4gczjq8,/g/11g6qlbmr4,/m/0hpnr,/g/11sq21scf3,/m/0dq3fd,/g/11rbcdg93b,/g/11j8qr8rbs,/g/11v3xjch6h,/g/11f3sfth4w,/g/11ww7k4dcq,/m/0322db,/g/11mcz640x1,/g/11f1rm29b8,/g/11yg9d9k9g,/m/017tfz,/m/012llw50,/g/11xt0w58jz,/g/11kxnptn2h,/g/11sc9wv6gj,/g/11dftk47yk,/g/11fd6dg5b5,/g/11qwv9wbx8,/m/01ddm,/g/11kzq0jnkt,/m/02gy5l,/g/11jt20l831,/g/11h7_q3l6z,/g/11jp_j0m6d,/m/01h7lh,/m/0rfgxy2,/g/11ww08lq0j,/g/11vhqc7hb1,/m/02xz2,/m/0179v6,Country
2024-04-07,42,7,0,1,2,0.0,0.0,43.0,0.0,1.0,0,54,17,0,0,2,2,0,0,29,27,1,0,52,39,0,36,40,0,0,20,43,12,0,25,11,18,0,32,72,41,0,1,0,5,1,1,3,0,0,0,72,0,0,0,10,25,1,13,2,65,19,20,0,0,0,7,27,18,14,20,3,1,6,27,16,0,79,49,0,8,40,69,0,5,0,0,0,0,53,2,0,4,1,0,0,0,0,47,3,0,8,43,1,1,11.0,13.0,1.0,1.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,4.0,15.0,57.0,79.0,0.0,0.0,3.0,0.0,2.0,12.0,0.0,0.0,2.0,24.0,5.0,81.0,0.0,0.0,80.0,1.0,1.0,2.0,1.0,57.0,0.0,0.0,5.0,2.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,41,65,0,0,22,0,0,0,28,0,70,0,2,0,17,17,0,,,,GB
2024-04-14,59,7,0,1,2,0.0,0.0,42.0,0.0,1.0,0,65,11,0,0,3,3,0,0,32,23,1,0,42,38,0,31,39,0,0,20,41,11,0,26,12,19,0,32,74,42,1,1,0,4,1,1,3,0,0,0,78,0,1,0,12,27,1,34,1,80,17,30,0,0,0,6,29,19,14,21,4,1,7,28,17,0,78,50,0,9,44,70,0,3,0,0,0,0,52,2,0,5,1,0,1,0,0,59,4,0,9,45,2,1,16.0,13.0,2.0,1.0,0.0,1.0,0.0,59.0,1.0,0.0,0.0,0.0,5.0,15.0,57.0,77.0,0.0,0.0,3.0,0.0,4.0,8.0,2.0,0.0,0.0,22.0,4.0,84.0,0.0,0.0,86.0,2.0,1.0,2.0,1.0,64.0,0.0,0.0,6.0,2.0,0.0,92.0,0.0,0.0,0.0,0,0,50,0,0,0,0,0,39,65,0,0,26,0,0,0,28,0,66,0,1,0,21,24,0,,,,GB
2024-04-21,35,6,0,1,2,0.0,0.0,41.0,0.0,0.0,0,51,10,0,0,2,2,0,0,27,27,1,0,37,38,0,30,38,0,0,18,40,10,0,28,12,20,0,33,71,51,1,1,0,4,1,1,2,0,0,0,76,0,1,0,12,26,1,100,1,90,16,27,0,0,0,7,29,18,13,25,7,2,9,27,13,0,76,51,0,8,44,64,0,4,0,0,0,0,51,2,0,77,1,0,1,0,0,68,4,0,10,46,2,1,10.0,14.0,2.0,1.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,6.0,14.0,49.0,73.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,21.0,4.0,86.0,0.0,0.0,90.0,1.0,1.0,2.0,1.0,63.0,0.0,0.0,5.0,3.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,75,0,0,0,42,62,0,0,23,0,0,0,27,0,68,0,1,0,15,15,0,,,,GB
2024-04-28,36,6,0,0,2,0.0,0.0,42.0,0.0,1.0,0,45,9,0,0,3,2,0,0,32,22,1,0,35,38,0,31,43,0,0,19,41,12,0,26,12,19,0,31,71,54,1,2,0,5,1,1,2,0,0,0,79,0,1,0,13,28,1,45,1,79,17,26,0,0,0,7,30,16,13,27,8,3,9,27,11,0,79,49,0,8,43,64,0,4,0,0,0,0,51,2,0,5,1,0,1,0,0,64,3,0,9,42,2,1,8.0,14.0,2.0,1.0,0.0,1.0,0.0,58.0,3.0,0.0,0.0,0.0,4.0,14.0,48.0,74.0,0.0,0.0,3.0,0.0,3.0,13.0,2.0,0.0,0.0,21.0,5.0,81.0,0.0,0.0,81.0,2.0,1.0,2.0,1.0,64.0,0.0,0.0,5.0,2.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,58,0,0,0,40,57,0,0,23,0,0,0,27,0,58,0,2,0,14,14,0,,,,GB
2024-05-05,28,5,0,0,2,0.0,0.0,37.0,0.0,0.0,0,44,8,0,0,3,2,0,0,37,2,1,0,35,39,0,33,45,0,1,39,41,11,0,28,12,19,0,30,78,51,1,1,0,5,1,1,2,0,0,0,72,0,1,0,15,25,0,46,1,69,15,24,0,0,0,6,33,16,13,21,5,2,7,23,19,0,68,42,0,8,40,65,0,4,0,0,0,0,50,1,0,5,1,0,1,0,0,50,3,0,8,53,1,1,10.0,15.0,2.0,1.0,0.0,1.0,0.0,69.0,3.0,0.0,0.0,0.0,4.0,16.0,70.0,75.0,0.0,0.0,3.0,0.0,3.0,14.0,2.0,0.0,3.0,19.0,4.0,84.0,0.0,0.0,85.0,3.0,1.0,2.0,1.0,62.0,0.0,0.0,5.0,2.0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,48,0,0,0,33,53,0,0,20,0,0,0,26,0,57,0,1,0,14,13,0,,,,GB
2024-05-12,28,5,0,1,2,0.0,0.0,41.0,0.0,0.0,0,48,16,0,0,3,2,0,0,24,1,1,0,37,41,0,30,50,0,1,27,39,11,0,30,13,19,0,30,70,42,1,1,0,6,1,1,2,0,0,0,73,0,1,0,11,26,1,28,1,76,20,23,0,0,0,5,35,16,13,21,4,2,8,27,12,0,78,47,0,8,43,60,0,4,0,0,0,0,48,2,0,5,1,0,1,0,0,48,3,0,9,50,1,1,9.0,13.0,2.0,5.0,0.0,1.0,0.0,61.0,3.0,0.0,0.0,0.0,4.0,16.0,65.0,75.0,0.0,0.0,2.0,0.0,4.0,11.0,2.0,0.0,0.0,19.0,4.0,83.0,0.0,0.0,80.0,3.0,1.0,2.0,1.0,77.0,0.0,0.0,5.0,2.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,79,0,0,0,39,55,0,0,19,0,0,0,26,0,61,0,1,0,19,15,0,,,,GB
2024-05-19,32,13,0,1,2,0.0,0.0,40.0,0.0,1.0,0,66,12,0,0,2,2,0,0,31,0,1,0,39,40,0,30,44,0,0,28,39,11,0,28,13,20,0,30,73,41,1,1,0,6,1,1,2,0,0,0,75,0,1,0,12,24,1,16,1,78,16,29,0,0,0,5,35,16,12,21,4,2,7,27,11,0,77,47,0,8,42,64,0,5,0,0,0,0,49,2,0,5,1,0,1,0,0,47,3,0,9,47,1,1,11.0,13.0,2.0,4.0,0.0,1.0,0.0,59.0,3.0,0.0,0.0,0.0,5.0,15.0,49.0,71.0,0.0,0.0,3.0,0.0,3.0,14.0,2.0,0.0,2.0,21.0,4.0,85.0,0.0,0.0,81.0,3.0,1.0,2.0,1.0,58.0,0.0,0.0,5.0,2.0,0.0,91.0,0.0,0.0,0.0,0,0,0,0,56,0,0,0,38,53,0,0,15,0,0,0,26,0,56,0,2,0,16,17,0,,,,GB
2024-05-26,24,8,0,1,2,0.0,0.0,35.0,0.0,1.0,0,37,7,0,0,2,2,0,0,23,0,1,0,42,43,0,32,39,0,0,29,39,12,0,24,12,23,0,29,70,43,1,1,0,6,1,1,2,0,0,0,67,0,0,0,10,21,1,15,1,61,17,16,0,0,0,5,26,16,14,20,3,2,6,24,12,0,71,41,0,6,39,62,0,3,0,0,0,0,50,1,0,3,1,0,1,0,0,46,3,0,7,42,1,1,9.0,13.0,1.0,2.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,5.0,13.0,52.0,68.0,0.0,0.0,2.0,0.0,3.0,12.0,2.0,0.0,3.0,23.0,4.0,78.0,0.0,0.0,87.0,2.0,1.0,2.0,1.0,42.0,0.0,0.0,4.0,2.0,0.0,79.0,0.0,0.0,0.0,0,0,0,0,84,0,0,0,36,55,0,0,17,0,0,0,26,0,61,0,2,0,16,25,0,,,,GB
2024-06-02,28,7,0,1,2,0.0,0.0,37.0,0.0,0.0,0,41,8,0,0,2,2,0,0,27,2,1,0,39,43,0,30,36,0,1,23,43,10,0,25,10,21,0,29,67,39,1,1,0,5,1,1,2,0,0,0,79,0,0,0,10,22,1,14,1,69,17,37,0,0,0,4,27,15,14,22,3,1,7,28,10,0,73,40,0,8,37,71,0,4,0,0,0,0,46,1,0,4,1,0,1,0,0,47,2,0,9,44,1,1,9.0,13.0,2.0,1.0,0.0,1.0,0.0,60.0,2.0,0.0,0.0,0.0,4.0,12.0,55.0,69.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,3.0,21.0,4.0,79.0,0.0,0.0,85.0,2.0,1.0,2.0,1.0,57.0,0.0,0.0,4.0,2.0,0.0,87.0,0.0,0.0,0.0,0,0,0,0,88,0,0,0,37,55,0,0,18,0,0,0,29,0,62,0,1,0,26,32,0,,,,GB
2024-06-09,24,5,0,1,2,0.0,0.0,35.0,0.0,1.0,0,40,13,0,0,2,2,0,0,25,5,1,0,38,40,0,39,38,0,0,28,39,10,0,25,10,21,0,29,61,38,1,1,0,5,1,1,3,0,0,0,78,0,0,0,9,22,1,11,1,66,18,29,0,0,0,5,23,14,13,21,3,1,7,26,13,0,73,36,0,6,39,61,0,4,0,0,0,0,48,1,0,4,1,0,1,0,1,54,3,0,8,40,1,1,9.0,13.0,1.0,1.0,0.0,1.0,0.0,54.0,2.0,0.0,0.0,0.0,5.0,12.0,49.0,72.0,0.0,0.0,3.0,0.0,2.0,7.0,2.0,0.0,0.0,21.0,4.0,75.0,0.0,0.0,80.0,2.0,1.0,2.0,1.0,52.0,0.0,0.0,4.0,2.0,0.0,85.0,0.0,0.0,0.0,0,0,0,0,56,0,0,0,37,49,0,0,25,0,0,0,27,0,59,0,1,0,19,29,0,,,,GB
2024-06-16,23,5,0,0,2,0.0,0.0,36.0,0.0,1.0,0,49,9,0,0,2,2,0,0,31,6,1,0,36,41,0,31,39,0,0,19,42,10,0,26,11,20,0,28,67,40,1,1,0,5,1,1,2,0,0,0,73,0,0,0,9,21,0,11,1,62,18,32,0,0,0,5,26,17,11,21,3,1,9,24,12,0,72,34,0,8,39,59,0,4,0,0,0,0,44,1,0,4,1,0,1,0,1,48,3,0,7,42,1,1,8.0,13.0,1.0,1.0,0.0,1.0,0.0,53.0,2.0,0.0,0.0,0.0,5.0,13.0,44.0,76.0,0.0,0.0,3.0,0.0,3.0,8.0,1.0,0.0,2.0,17.0,4.0,77.0,0.0,0.0,81.0,2.0,1.0,2.0,1.0,48.0,0.0,0.0,4.0,2.0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,95,0,0,0,37,48,0,0,28,0,0,0,25,0,58,0,1,0,15,14,0,,,,GB
2024-06-23,24,4,0,0,2,0.0,0.0,36.0,0.0,1.0,0,35,8,0,0,2,2,0,0,22,1,1,0,39,41,0,29,36,0,0,26,37,8,0,28,11,22,0,27,66,37,1,1,0,5,1,1,2,0,0,0,71,0,0,0,8,20,1,12,1,67,20,27,0,0,0,4,24,20,12,23,3,1,6,24,11,0,73,36,0,12,40,61,0,4,0,0,0,0,46,1,0,4,1,0,1,0,1,48,3,0,7,46,1,1,6.0,13.0,1.0,1.0,0.0,1.0,0.0,56.0,2.0,0.0,0.0,0.0,6.0,14.0,45.0,73.0,0.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,17.0,4.0,78.0,0.0,0.0,81.0,3.0,1.0,2.0,1.0,49.0,0.0,0.0,4.0,1.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,32,53,0,0,24,0,0,0,27,0,55,0,1,0,14,11,0,,,,GB
2024-06-30,25,5,0,0,2,0.0,0.0,36.0,0.0,0.0,0,33,7,0,0,2,2,0,0,22,1,1,0,55,39,0,29,36,0,0,25,34,9,0,25,11,19,0,29,60,35,1,1,0,5,1,1,2,0,0,0,67,0,0,0,9,23,1,11,1,65,17,23,0,0,0,5,23,16,12,39,4,2,6,24,10,0,70,38,0,8,37,59,0,4,0,0,0,0,43,1,0,3,1,0,0,0,0,59,2,0,7,36,1,1,3.0,13.0,1.0,1.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,4.0,13.0,41.0,74.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,2.0,18.0,4.0,73.0,0.0,0.0,83.0,2.0,1.0,1.0,1.0,45.0,0.0,0.0,4.0,2.0,0.0,81.0,0.0,0.0,0.0,0,0,0,0,79,0,0,0,32,50,0,0,30,0,0,0,24,0,55,0,1,0,15,8,0,,,,GB
2024-07-07,24,5,0,0,2,0.0,0.0,39.0,0.0,0.0,0,37,14,0,0,2,2,0,0,25,2,1,0,44,38,0,32,44,0,0,28,39,11,0,26,11,21,0,31,64,45,1,1,0,6,1,1,2,0,0,0,72,0,0,0,10,28,1,12,1,66,16,19,0,0,0,6,27,18,15,29,4,1,7,25,12,0,79,42,0,9,40,64,0,4,0,0,0,0,48,1,0,3,1,0,0,0,1,60,3,0,7,39,1,1,2.0,14.0,1.0,1.0,0.0,1.0,0.0,57.0,1.0,0.0,0.0,0.0,5.0,14.0,43.0,72.0,0.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,0.0,20.0,4.0,78.0,0.0,0.0,85.0,2.0,1.0,2.0,1.0,51.0,0.0,0.0,4.0,2.0,0.0,85.0,0.0,0.0,0.0,0,0,0,0,59,0,0,0,39,52,0,0,31,0,0,0,28,0,59,0,1,0,13,8,0,,,,GB
2024-07-14,29,6,0,0,1,0.0,0.0,36.0,0.0,0.0,0,42,9,0,0,1,2,0,0,24,7,1,0,43,38,0,32,38,0,0,24,40,10,0,27,12,19,0,27,65,40,1,1,0,6,1,1,3,0,0,0,64,1,0,0,10,33,1,11,1,65,16,23,0,0,0,7,29,15,13,24,4,2,6,27,10,0,79,36,0,9,40,61,0,4,0,0,0,0,47,1,0,3,1,0,0,0,0,53,3,0,7,46,1,1,2.0,14.0,1.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,4.0,14.0,44.0,71.0,0.0,0.0,3.0,0.0,2.0,10.0,0.0,0.0,2.0,19.0,4.0,75.0,0.0,0.0,81.0,2.0,1.0,2.0,1.0,47.0,0.0,0.0,4.0,2.0,0.0,85.0,0.0,0.0,0.0,0,0,0,0,59,0,0,0,41,53,0,0,37,0,0,0,25,0,62,0,1,0,15,9,0,,,,GB
2024-07-21,31,6,0,0,2,0.0,0.0,42.0,0.0,0.0,0,39,7,0,0,1,2,0,0,26,7,1,0,40,47,0,31,45,0,0,21,40,10,0,26,12,19,0,28,71,41,1,1,0,9,1,1,2,0,0,0,63,1,0,0,11,25,0,12,1,62,18,19,0,0,0,6,37,15,14,25,4,2,8,27,13,0,80,38,0,7,39,64,0,4,0,0,0,0,48,1,0,3,1,0,0,0,0,64,3,0,7,44,1,1,2.0,15.0,1.0,1.0,0.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,6.0,13.0,42.0,81.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,20.0,4.0,77.0,0.0,0.0,88.0,2.0,1.0,2.0,1.0,47.0,0.0,0.0,4.0,2.0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,55,0,0,0,40,57,0,0,37,0,0,0,27,0,64,0,1,0,17,11,0,,,,GB
2024-07-28,28,5,0,0,1,0.0,0.0,46.0,0.0,0.0,0,39,8,0,0,3,2,0,0,53,10,1,0,39,40,0,30,36,0,0,19,39,9,0,27,12,20,0,24,63,37,1,1,0,10,1,1,4,0,0,0,69,0,0,0,11,23,1,10,1,64,16,21,0,0,0,7,30,14,13,37,7,1,9,24,12,0,74,40,0,10,39,63,0,4,0,0,0,0,47,1,0,2,1,0,0,0,0,50,3,0,6,46,1,1,2.0,14.0,1.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,5.0,13.0,39.0,81.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,0.0,2.0,17.0,4.0,73.0,0.0,0.0,88.0,2.0,1.0,2.0,1.0,44.0,0.0,0.0,4.0,2.0,0.0,84.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34,51,0,0,31,0,0,0,27,0,64,0,1,0,23,9,0,,,,GB
2024-08-04,42,7,0,0,2,0.0,0.0,45.0,0.0,0.0,0,31,7,0,0,7,2,0,0,30,12,1,0,39,41,0,30,37,0,1,17,37,13,0,25,12,20,0,26,64,36,1,1,0,9,1,1,2,0,0,0,66,0,0,0,10,21,1,10,1,61,17,18,0,0,0,6,29,16,14,73,16,2,14,27,11,0,74,40,0,7,42,65,0,3,0,0,0,0,48,1,0,2,1,0,0,0,0,54,3,0,6,42,1,1,2.0,15.0,1.0,1.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,4.0,16.0,38.0,84.0,0.0,0.0,2.0,0.0,3.0,10.0,2.0,0.0,3.0,18.0,4.0,79.0,0.0,0.0,88.0,2.0,1.0,2.0,1.0,44.0,0.0,0.0,4.0,2.0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36,57,0,0,35,0,0,0,26,0,66,0,1,0,15,9,0,,,,GB
2024-08-11,25,5,0,0,1,0.0,0.0,41.0,0.0,0.0,0,48,15,0,0,2,2,0,0,26,8,1,0,41,40,0,31,37,0,1,21,43,11,0,27,13,26,0,24,72,39,1,1,0,9,1,1,2,0,0,0,64,0,0,0,11,25,1,10,1,58,21,18,0,0,0,5,27,28,13,33,5,1,7,24,12,0,75,35,0,7,38,64,0,4,0,0,0,0,53,1,0,2,0,0,0,0,0,50,3,0,6,48,1,1,2.0,15.0,1.0,1.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,4.0,14.0,40.0,85.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,0.0,2.0,19.0,4.0,78.0,0.0,0.0,86.0,2.0,1.0,2.0,1.0,47.0,0.0,0.0,4.0,2.0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,40,65,0,0,34,0,0,0,26,0,67,1,1,0,15,8,0,,,,GB
2024-08-18,24,5,0,0,2,0.0,0.0,42.0,0.0,1.0,0,33,8,0,0,2,2,0,0,28,3,1,0,40,42,0,33,46,0,0,29,46,12,0,24,13,21,0,28,73,35,1,1,0,65,1,1,2,0,0,0,71,0,0,0,11,23,1,10,1,61,19,21,0,0,0,7,28,21,14,27,4,2,6,27,12,0,78,34,0,8,41,67,0,4,0,0,0,0,51,1,0,2,1,0,0,0,0,47,3,0,6,43,1,1,2.0,15.0,1.0,1.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,5.0,14.0,47.0,87.0,0.0,0.0,2.0,0.0,3.0,13.0,2.0,0.0,3.0,19.0,5.0,78.0,0.0,0.0,84.0,1.0,1.0,2.0,1.0,47.0,0.0,0.0,4.0,2.0,0.0,84.0,0.0,0.0,0.0,0,0,0,0,59,0,0,0,36,58,0,0,30,0,0,0,26,0,65,0,1,0,17,9,0,,,,GB
2024-08-25,21,4,0,0,2,0.0,0.0,39.0,0.0,1.0,0,32,7,0,0,2,1,0,0,23,4,1,0,38,40,0,31,39,0,1,18,44,10,0,22,12,19,0,23,64,38,1,1,0,16,1,0,2,0,0,0,72,0,0,0,10,22,1,10,1,57,14,19,0,0,0,6,28,19,15,23,4,2,5,27,12,0,68,35,0,7,38,62,0,5,0,0,0,0,48,1,0,2,0,0,0,0,0,44,3,0,6,38,1,1,2.0,15.0,1.0,1.0,0.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,4.0,11.0,42.0,81.0,0.0,0.0,2.0,0.0,4.0,9.0,3.0,0.0,0.0,19.0,4.0,76.0,0.0,0.0,81.0,1.0,1.0,1.0,1.0,44.0,0.0,0.0,4.0,2.0,0.0,77.0,0.0,0.0,0.0,0,0,0,0,46,0,0,0,37,63,0,0,28,0,0,0,25,0,62,0,1,0,18,8,0,,,,GB
2024-09-01,23,4,0,0,1,0.0,0.0,44.0,0.0,1.0,0,37,9,0,0,2,2,0,0,27,4,1,0,38,42,0,32,47,0,1,20,44,9,0,24,11,19,0,26,65,50,1,1,0,10,2,1,18,0,0,0,79,0,0,0,11,27,2,11,1,77,26,28,0,0,0,6,28,17,17,24,5,2,6,30,12,0,80,34,0,9,42,64,0,5,0,0,0,0,47,1,0,3,1,0,0,0,1,51,3,0,7,39,1,1,2.0,16.0,1.0,1.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,0.0,4.0,18.0,46.0,77.0,0.0,0.0,3.0,0.0,3.0,7.0,2.0,0.0,3.0,20.0,4.0,81.0,0.0,0.0,82.0,1.0,1.0,1.0,1.0,51.0,0.0,0.0,4.0,2.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36,71,0,0,36,0,0,0,26,0,65,0,1,0,16,9,0,,,,GB
2024-09-08,24,4,0,0,2,0.0,0.0,42.0,0.0,1.0,0,44,14,0,0,2,2,0,0,34,4,1,0,38,44,0,32,49,0,1,19,44,9,0,23,10,21,0,26,63,38,1,1,0,7,1,1,6,0,0,0,85,0,0,0,11,27,1,11,1,94,17,28,0,0,0,5,29,15,15,29,4,1,7,30,11,0,75,40,0,9,46,65,0,3,0,0,0,0,49,1,0,3,1,0,1,0,1,54,4,0,7,38,1,1,3.0,15.0,1.0,1.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,0.0,4.0,16.0,47.0,73.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,0.0,3.0,19.0,4.0,81.0,0.0,0.0,80.0,1.0,1.0,2.0,1.0,56.0,0.0,0.0,4.0,2.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,51,0,0,0,37,65,0,0,31,0,0,0,28,0,68,0,1,0,15,8,0,,,,GB
2024-09-15,24,4,0,0,2,0.0,0.0,42.0,0.0,0.0,0,44,11,0,0,2,2,0,0,47,4,1,0,38,45,0,30,46,0,1,19,47,9,0,22,11,18,0,27,66,39,1,1,0,6,1,1,4,0,0,0,86,1,0,0,13,28,1,11,4,90,17,29,0,0,0,6,31,14,17,30,4,1,6,33,11,0,78,36,0,12,42,67,0,4,0,0,0,0,49,1,0,4,1,0,1,0,1,50,3,0,8,40,2,1,3.0,16.0,1.0,1.0,0.0,1.0,0.0,58.0,2.0,0.0,0.0,0.0,4.0,17.0,49.0,95.0,0.0,0.0,3.0,0.0,2.0,14.0,2.0,0.0,3.0,20.0,4.0,78.0,0.0,0.0,83.0,1.0,1.0,2.0,1.0,54.0,0.0,0.0,5.0,2.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,71,0,0,0,37,57,0,0,29,0,0,0,27,0,66,0,1,0,18,10,0,,,,GB
2024-09-22,23,4,0,0,2,0.0,0.0,40.0,0.0,1.0,0,37,10,0,0,2,2,0,0,27,4,1,0,40,44,0,31,48,0,2,100,45,10,0,37,11,17,0,26,64,35,1,1,0,6,1,1,3,0,1,0,87,0,1,0,14,27,0,13,4,95,17,32,0,0,0,7,31,18,20,23,4,1,7,29,11,0,79,45,0,11,43,66,0,4,0,0,0,0,48,1,0,4,1,0,1,0,0,51,4,0,8,40,2,1,3.0,15.0,1.0,1.0,0.0,1.0,0.0,54.0,3.0,0.0,0.0,0.0,5.0,16.0,45.0,84.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,1.0,23.0,5.0,81.0,0.0,0.0,82.0,1.0,1.0,2.0,1.0,55.0,0.0,0.0,5.0,2.0,0.0,87.0,0.0,0.0,0.0,0,0,0,0,100,0,0,0,35,70,0,0,29,0,0,0,28,0,65,0,1,0,15,16,0,,,,GB
2024-09-29,23,4,0,0,2,0.0,0.0,43.0,0.0,1.0,0,39,10,0,0,2,2,0,0,31,3,1,0,37,50,0,27,50,0,2,46,45,11,0,23,10,16,0,25,67,35,1,1,0,7,1,1,3,0,8,0,89,0,0,0,12,29,1,11,4,93,15,38,0,0,0,7,30,15,19,21,3,1,7,29,10,0,80,39,0,9,43,65,0,3,0,0,0,0,50,1,0,4,1,0,1,0,0,52,4,0,9,35,2,1,4.0,15.0,2.0,1.0,0.0,1.0,0.0,55.0,3.0,0.0,0.0,0.0,4.0,16.0,48.0,94.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,2.0,22.0,5.0,81.0,0.0,0.0,84.0,1.0,1.0,2.0,1.0,63.0,0.0,0.0,5.0,2.0,0.0,82.0,0.0,0.0,0.0,0,0,0,0,59,0,0,0,33,67,0,0,54,0,0,0,27,0,67,0,1,0,16,11,0,,,,GB
